Departure Time,Arrival Time,Airline Name,Airline IATA,Flight Number,Full Flight Number,Route IATA
00:55,06:20,China Eastern Airlines,MU,544,MU544,SIN PVG
00:10,05:25,Suparna Airlines,Y8,7402,Y87402,SIN PVG
01:15,06:35,Singapore Airlines,SQ,826,SQ826,SIN PVG
19:35,#01:10,China Eastern Airlines,MU,7400,MU7400,SIN PVG
16:00,21:40,China Eastern Airlines,MU,3972,MU3972,SIN PVG
22:55,#04:35,China Eastern Airlines,MU,3976,MU3976,SIN PVG
12:45,18:05,Singapore Airlines,SQ,832,SQ832,SIN PVG
10:10,15:35,China Eastern Airlines,MU,546,MU546,SIN PVG
23:10,#04:10,China Eastern Airlines,MU,566,MU566,SIN PVG
09:30,15:05,Singapore Airlines,SQ,830,SQ830,SIN PVG
16:35,22:05,China Eastern Airlines,MU,568,MU568,SIN PVG
18:30,23:35,China Eastern Airlines,MU,6018,MU6018,SIN PVG
07:55,13:25,Singapore Airlines,SQ,828,SQ828,SIN PVG
17:25,22:45,Singapore Airlines,SQ,836,SQ836,SIN PVG
16:35,21:40,China Eastern Airlines,MU,7568,MU7568,SIN PVG
16:35,22:05,Qantas,QF,4090,QF4090,SIN PVG
00:55,06:20,Qantas,QF,4092,QF4092,SIN PVG
23:10,#04:10,Qantas,QF,4096,QF4096,SIN PVG
18:35,#00:10,Singapore Airlines,SQ,7898,SQ7898,SIN PVG
17:15,22:50,Singapore Airlines,SQ,5884,SQ5884,SIN PVG
18:35,#00:10,Singapore Airlines,SQ,7896,SQ7896,SIN PVG
21:10,#02:10,YTO Cargo Airlines,YG,9136,YG9136,SIN PVG
07:55,13:25,Air China LTD,CA,5299,CA5299,SIN PVG
01:15,06:35,Air China LTD,CA,5287,CA5287,SIN PVG
09:30,15:05,Virgin Australia,VA,5758,VA5758,SIN PVG
17:15,22:50,Air China LTD,CA,826,CA826,SIN PVG
10:10,15:35,Juneyao Airlines,HO,3514,HO3514,SIN PVG
17:25,22:45,Virgin Australia,VA,5756,VA5756,SIN PVG
17:25,22:45,Ethiopian Airlines,ET,1327,ET1327,SIN PVG
17:25,22:45,Air China LTD,CA,5267,CA5267,SIN PVG
16:00,21:40,Juneyao Airlines,HO,1602,HO1602,SIN PVG
07:55,13:25,Virgin Australia,VA,5748,VA5748,SIN PVG
22:55,#04:35,Juneyao Airlines,HO,1606,HO1606,SIN PVG
09:30,15:05,Air China LTD,CA,5265,CA5265,SIN PVG
16:35,22:05,Juneyao Airlines,HO,3512,HO3512,SIN PVG
12:45,18:05,Air China LTD,CA,5263,CA5263,SIN PVG
01:15,06:35,Virgin Australia,VA,5746,VA5746,SIN PVG
18:35,#00:10,China Cargo,CK,282,CK282,SIN PVG
18:35,#00:10,Singapore Airlines,SQ,7858,SQ7858,SIN PVG
21:00,#02:35,Spring Airlines,9C,8550,9C8550,SIN PVG
04:00,09:20,YTO Cargo Airlines,YG,9135,YG9135,PVG SIN
03:10,08:25,Singapore Airlines,SQ,7895,SQ7895,PVG SIN
02:40,08:15,Singapore Airlines,SQ,7897,SQ7897,PVG SIN
00:35,05:55,Singapore Airlines,SQ,825,SQ825,PVG SIN
00:35,05:55,Air China LTD,CA,5268,CA5268,PVG SIN
00:35,05:55,Virgin Australia,VA,5755,VA5755,PVG SIN
14:40,20:10,China Eastern Airlines,MU,565,MU565,PVG SIN
09:05,14:45,China Eastern Airlines,MU,3971,MU3971,PVG SIN
15:45,21:40,China Eastern Airlines,MU,3975,MU3975,PVG SIN
23:50,#05:25,China Eastern Airlines,MU,543,MU543,PVG SIN
16:30,21:55,China Eastern Airlines,MU,545,MU545,PVG SIN
10:10,15:35,China Eastern Airlines,MU,567,MU567,PVG SIN
11:20,17:15,China Eastern Airlines,MU,6017,MU6017,PVG SIN
10:10,15:35,Qantas,QF,4091,QF4091,PVG SIN
14:40,20:10,Qantas,QF,4093,QF4093,PVG SIN
10:25,16:00,Singapore Airlines,SQ,5885,SQ5885,PVG SIN
03:10,08:35,Singapore Airlines,SQ,7857,SQ7857,PVG SIN
16:50,22:20,Virgin Australia,VA,5761,VA5761,PVG SIN
08:05,13:25,Singapore Airlines,SQ,827,SQ827,PVG SIN
14:30,19:50,Singapore Airlines,SQ,831,SQ831,PVG SIN
16:50,22:20,Singapore Airlines,SQ,833,SQ833,PVG SIN
19:10,#00:30,Singapore Airlines,SQ,835,SQ835,PVG SIN
14:30,19:50,Virgin Australia,VA,5749,VA5749,PVG SIN
08:05,13:25,Virgin Australia,VA,5757,VA5757,PVG SIN
09:20,14:30,China Cargo,CK,287,CK287,PVG SIN
08:05,13:25,Air China LTD,CA,5288,CA5288,PVG SIN
14:30,19:50,Ethiopian Airlines,ET,1348,ET1348,PVG SIN
16:50,22:20,Ethiopian Airlines,ET,1326,ET1326,PVG SIN
09:05,14:45,Juneyao Airlines,HO,1601,HO1601,PVG SIN
14:30,19:50,Air China LTD,CA,5300,CA5300,PVG SIN
16:50,22:20,Air China LTD,CA,5266,CA5266,PVG SIN
15:45,21:40,Juneyao Airlines,HO,1605,HO1605,PVG SIN
03:10,08:35,China Cargo,CK,281,CK281,PVG SIN
19:10,#00:30,Air China LTD,CA,5264,CA5264,PVG SIN
10:10,15:35,Juneyao Airlines,HO,3511,HO3511,PVG SIN
10:25,16:00,Air China LTD,CA,825,CA825,PVG SIN
14:10,20:00,Spring Airlines,9C,8549,9C8549,PVG SIN
03:10,08:25,Singapore Airlines,SQ,7855,SQ7855,PVG SIN
23:50,#05:25,Juneyao Airlines,HO,3513,HO3513,PVG SIN
01:25,05:45,YTO Cargo Airlines,YG,9032,YG9032,SIN HGH
00:45,05:45,YTO Cargo Airlines,YG,9034,YG9034,SIN HGH
14:50,20:10,Xiamen Airlines,MF,8704,MF8704,SIN HGH
03:00,08:50,China Eastern Airlines,MU,898,MU898,SIN HGH
16:30,21:35,Singapore Airlines,SQ,8316,SQ8316,SIN HGH
16:30,21:35,Scoot,TR,188,TR188,SIN HGH
20:35,22:40,Air Canada,AC,5841,AC5841,SIN DAC
15:50,18:00,Biman Bangladesh Airlines,BG,585,BG585,SIN DAC
05:40,07:50,US-Bangla Airlines,BS,308,BS308,SIN DAC
20:35,22:40,Singapore Airlines,SQ,446,SQ446,SIN DAC
20:35,22:40,Virgin Australia,VA,5616,VA5616,SIN DAC
03:55,08:20,China Southern Airlines,CZ,8490,CZ8490,SIN CAN
20:10,#00:15,Ethiopian Airlines,ET,1346,ET1346,SIN CAN
08:00,12:10,Shenzhen Airlines,ZH,3561,ZH3561,SIN CAN
08:00,12:10,Virgin Australia,VA,5750,VA5750,SIN CAN
05:15,09:25,Scoot,TR,100,TR100,SIN CAN
20:10,#00:15,Singapore Airlines,SQ,852,SQ852,SIN CAN
08:00,12:10,Singapore Airlines,SQ,850,SQ850,SIN CAN
05:15,09:25,Singapore Airlines,SQ,8430,SQ8430,SIN CAN
08:00,12:10,Ethiopian Airlines,ET,1332,ET1332,SIN CAN
13:30,18:10,China Southern Airlines,CZ,354,CZ354,SIN CAN
08:00,12:25,China Southern Airlines,CZ,352,CZ352,SIN CAN
17:50,21:50,China Southern Airlines,CZ,3040,CZ3040,SIN CAN
01:20,06:30,Singapore Airlines,SQ,853,SQ853,CAN SIN
01:20,06:30,Ethiopian Airlines,ET,1347,ET1347,CAN SIN
12:45,16:50,China Southern Airlines,CZ,3039,CZ3039,CAN SIN
13:25,17:45,Shenzhen Airlines,ZH,3562,ZH3562,CAN SIN
13:25,17:45,Virgin Australia,VA,5751,VA5751,CAN SIN
10:40,14:45,Scoot,TR,101,TR101,CAN SIN
13:25,17:45,Singapore Airlines,SQ,851,SQ851,CAN SIN
10:40,14:45,Singapore Airlines,SQ,8431,SQ8431,CAN SIN
13:25,17:45,Ethiopian Airlines,ET,1333,ET1333,CAN SIN
23:15,#03:05,China Southern Airlines,CZ,8489,CZ8489,CAN SIN
18:50,22:50,China Southern Airlines,CZ,351,CZ351,CAN SIN
08:20,12:30,China Southern Airlines,CZ,353,CZ353,CAN SIN
05:00,08:55,Singapore Airlines,SQ,7819,SQ7819,CAN SIN
01:30,07:40,Scoot,TR,138,TR138,SIN TSN
16:00,23:00,Suparna Airlines,Y8,7406,Y87406,SIN TSN
01:30,07:40,Singapore Airlines,SQ,8370,SQ8370,SIN TSN
09:10,08:55,Air Canada,AC,20,AC20,SIN YVR
00:05,#07:05,Air Canada,AC,19,AC19,YVR SIN
02:45,04:20,IndiGo,6E,1002,6E1002,SIN MAA
22:20,23:55,Scoot,TR,578,TR578,SIN MAA
22:20,23:55,Singapore Airlines,SQ,8442,SQ8442,SIN MAA
20:25,22:00,Singapore Airlines,SQ,528,SQ528,SIN MAA
08:40,10:20,Singapore Airlines,SQ,524,SQ524,SIN MAA
08:40,10:20,Air New Zealand,NZ,3216,NZ3216,SIN MAA
20:25,22:00,Air New Zealand,NZ,3212,NZ3212,SIN MAA
20:25,22:00,ANA,NH,6282,NH6282,SIN MAA
21:50,23:40,Air India Express,IX,687,IX687,SIN MAA
21:50,23:40,Air India,AI,9158,AI9158,SIN MAA
09:00,10:35,Air India,AI,347,AI347,SIN MAA
11:30,13:10,IndiGo,6E,1004,6E1004,SIN MAA
20:25,22:00,Air Canada,AC,5847,AC5847,SIN MAA
06:55,08:15,IndiGo,6E,7167,6E7167,MAA IXM
05:50,07:25,IndiGo,6E,7183,6E7183,MAA IXM
10:00,11:35,IndiGo,6E,7185,6E7185,MAA IXM
16:55,18:20,IndiGo,6E,7301,6E7301,MAA IXM
14:10,15:35,IndiGo,6E,7515,6E7515,MAA IXM
19:00,20:20,IndiGo,6E,7592,6E7592,MAA IXM
11:45,12:55,Air India,AI,671,AI671,MAA IXM
23:55,#06:05,Air Canada,AC,5840,AC5840,DAC SIN
08:30,14:40,Biman Bangladesh Airlines,BG,584,BG584,DAC SIN
22:30,#04:40,US-Bangla Airlines,BS,307,BS307,DAC SIN
23:55,#06:05,Singapore Airlines,SQ,447,SQ447,DAC SIN
23:55,#06:05,Virgin Australia,VA,5617,VA5617,DAC SIN
02:00,08:10,Singapore Airlines,SQ,449,SQ449,DAC SIN
01:10,07:45,Singapore Airlines,SQ,306,SQ306,SIN LHR
23:20,#06:30,Iberia,IB,7305,IB7305,SIN LHR
22:35,#05:25,Iberia,IB,7307,IB7307,SIN LHR
23:15,#06:35,KLM,KL,4881,KL4881,SIN LHR
01:10,07:45,Malaysia Airlines,MH,5754,MH5754,SIN LHR
09:00,15:40,Malaysia Airlines,MH,5758,MH5758,SIN LHR
12:35,19:15,Malaysia Airlines,MH,5760,MH5760,SIN LHR
23:15,#06:35,China Eastern Airlines,MU,4003,MU4003,SIN LHR
01:10,07:45,Air New Zealand,NZ,3306,NZ3306,SIN LHR
09:00,15:40,Air New Zealand,NZ,3308,NZ3308,SIN LHR
12:35,19:15,Air New Zealand,NZ,3318,NZ3318,SIN LHR
23:15,#06:35,Bangkok Airways,PG,4536,PG4536,SIN LHR
23:15,#06:35,Qantas,QF,1,QF1,SIN LHR
01:10,07:45,SAS,SK,8036,SK8036,SIN LHR
09:00,15:40,SAS,SK,8038,SK8038,SIN LHR
12:35,19:15,SAS,SK,8040,SK8040,SIN LHR
23:15,#06:35,IndiGo,6E,4609,6E4609,SIN LHR
09:00,15:40,Singapore Airlines,SQ,308,SQ308,SIN LHR
12:35,19:15,Singapore Airlines,SQ,318,SQ318,SIN LHR
23:30,#05:55,Singapore Airlines,SQ,322,SQ322,SIN LHR
01:10,07:45,TAP Air Portugal,TP,8400,TP8400,SIN LHR
09:00,15:40,TAP Air Portugal,TP,8402,TP8402,SIN LHR
12:35,19:15,TAP Air Portugal,TP,8418,TP8418,SIN LHR
23:15,#06:35,SriLankan Airlines,UL,3391,UL3391,SIN LHR
01:10,07:45,Virgin Australia,VA,5560,VA5560,SIN LHR
09:00,15:40,Virgin Australia,VA,5562,VA5562,SIN LHR
12:35,19:15,Virgin Australia,VA,5564,VA5564,SIN LHR
12:35,19:15,Virgin Atlantic,VS,7971,VS7971,SIN LHR
09:00,15:40,Virgin Atlantic,VS,7973,VS7973,SIN LHR
01:10,07:45,Virgin Atlantic,VS,7975,VS7975,SIN LHR
23:15,#06:35,Air France,AF,9699,AF9699,SIN LHR
22:35,#05:25,British Airways,BA,16,BA16,SIN LHR
23:15,#06:35,Fiji Airways,FJ,5320,FJ5320,SIN LHR
22:35,#05:25,American Airlines,AA,6874,AA6874,SIN LHR
09:00,15:40,SA AVIANCA,AV,6551,AV6551,SIN LHR
23:20,#06:30,British Airways,BA,12,BA12,SIN LHR
01:10,07:45,Fiji Airways,FJ,5949,FJ5949,SIN LHR
01:10,07:45,Air Canada,AC,6298,AC6298,SIN LHR
23:20,#06:30,American Airlines,AA,6836,AA6836,SIN LHR
09:00,15:40,Fiji Airways,FJ,5955,FJ5955,SIN LHR
23:15,#06:35,Emirates,EK,5003,EK5003,SIN LHR
12:35,19:15,SA AVIANCA,AV,6553,AV6553,SIN LHR
23:15,#06:35,Finnair,AY,5004,AY5004,SIN LHR
12:35,19:15,Fiji Airways,FJ,5957,FJ5957,SIN LHR
23:30,#05:55,TAP Air Portugal,TP,8404,TP8404,SIN LHR
23:30,#05:55,Virgin Australia,VA,5566,VA5566,SIN LHR
23:30,#05:55,Virgin Atlantic,VS,7969,VS7969,SIN LHR
23:30,#05:55,Malaysia Airlines,MH,5762,MH5762,SIN LHR
23:30,#05:55,Fiji Airways,FJ,5901,FJ5901,SIN LHR
23:30,#05:55,Air New Zealand,NZ,3322,NZ3322,SIN LHR
09:00,15:40,Croatia Airlines,OU,5803,OU5803,SIN LHR
23:30,#05:55,Garuda Indonesia,GA,8970,GA8970,SIN LHR
23:30,#05:55,SAS,SK,8042,SK8042,SIN LHR
09:25,#05:30,Virgin Atlantic,VS,7974,VS7974,LHR SIN
22:05,#18:10,Singapore Airlines,SQ,321,SQ321,LHR SIN
09:25,#05:30,Air New Zealand,NZ,3305,NZ3305,LHR SIN
09:25,#05:30,Malaysia Airlines,MH,5759,MH5759,LHR SIN
11:25,#07:30,TAP Air Portugal,TP,8401,TP8401,LHR SIN
11:25,#07:30,Malaysia Airlines,MH,5719,MH5719,LHR SIN
20:35,#16:45,Singapore Airlines,SQ,319,SQ319,LHR SIN
11:25,#07:30,Air New Zealand,NZ,3317,NZ3317,LHR SIN
09:25,#05:30,Virgin Australia,VA,5559,VA5559,LHR SIN
11:25,#07:30,Fiji Airways,FJ,5958,FJ5958,LHR SIN
11:25,#07:30,Singapore Airlines,SQ,317,SQ317,LHR SIN
09:25,#05:30,Fiji Airways,FJ,5956,FJ5956,LHR SIN
11:25,#07:30,Virgin Australia,VA,5565,VA5565,LHR SIN
09:25,#05:30,Singapore Airlines,SQ,305,SQ305,LHR SIN
21:10,#17:45,British Airways,BA,15,BA15,LHR SIN
20:45,#17:25,Qantas,QF,2,QF2,LHR SIN
19:35,#16:05,British Airways,BA,11,BA11,LHR SIN
11:25,#07:30,SAS,SK,8037,SK8037,LHR SIN
11:25,#07:30,Virgin Atlantic,VS,7972,VS7972,LHR SIN
11:25,#07:30,Air Canada,AC,6299,AC6299,LHR SIN
20:35,#16:45,Croatia Airlines,OU,5804,OU5804,LHR SIN
22:05,#18:10,SAS,SK,8041,SK8041,LHR SIN
20:35,#16:45,TAP Air Portugal,TP,8403,TP8403,LHR SIN
22:05,#18:10,TAP Air Portugal,TP,8405,TP8405,LHR SIN
20:35,#16:45,Virgin Australia,VA,5563,VA5563,LHR SIN
22:05,#18:10,Virgin Australia,VA,5567,VA5567,LHR SIN
22:05,#18:10,Virgin Atlantic,VS,7968,VS7968,LHR SIN
20:35,#16:45,Virgin Atlantic,VS,7970,VS7970,LHR SIN
21:10,#17:45,Iberia,IB,7306,IB7306,LHR SIN
21:10,#17:45,American Airlines,AA,6857,AA6857,LHR SIN
22:05,#18:10,SA AVIANCA,AV,6550,AV6550,LHR SIN
20:35,#16:45,SA AVIANCA,AV,6552,AV6552,LHR SIN
22:05,#18:10,Fiji Airways,FJ,5902,FJ5902,LHR SIN
20:35,#16:45,Fiji Airways,FJ,5950,FJ5950,LHR SIN
20:35,#16:45,Garuda Indonesia,GA,8971,GA8971,LHR SIN
19:35,#16:05,Iberia,IB,7304,IB7304,LHR SIN
20:35,#16:45,SAS,SK,8039,SK8039,LHR SIN
20:35,#16:45,Malaysia Airlines,MH,5761,MH5761,LHR SIN
22:05,#18:10,Malaysia Airlines,MH,5765,MH5765,LHR SIN
20:35,#16:45,Air New Zealand,NZ,3319,NZ3319,LHR SIN
22:05,#18:10,Air New Zealand,NZ,3321,NZ3321,LHR SIN
19:35,#16:05,American Airlines,AA,6835,AA6835,LHR SIN
01:40,05:30,Finnair,AY,5133,AY5133,HKG SIN
01:40,05:30,Cathay Pacific,CX,659,CX659,HKG SIN
03:55,07:40,Air Hong Kong,LD,327,LD327,HKG SIN
01:40,05:30,Miat - Mongolian Airlines,OM,5613,OM5613,HKG SIN
01:40,05:30,Qatar Airways,QR,3459,QR3459,HKG SIN
03:50,07:30,Singapore Airlines,SQ,7869,SQ7869,HKG SIN
08:00,11:55,American Airlines,AA,8898,AA8898,HKG SIN
09:05,13:00,Virgin Australia,VA,5779,VA5779,HKG SIN
16:40,20:35,American Airlines,AA,8901,AA8901,HKG SIN
20:45,#00:35,American Airlines,AA,8903,AA8903,HKG SIN
11:15,15:05,American Airlines,AA,8942,AA8942,HKG SIN
12:25,16:20,Virgin Australia,VA,5765,VA5765,HKG SIN
20:25,#00:35,Air Canada,AC,6292,AC6292,HKG SIN
09:05,13:00,Air Canada,AC,6301,AC6301,HKG SIN
18:50,22:40,Air Canada,AC,6302,AC6302,HKG SIN
15:15,19:10,Finnair,AY,5833,AY5833,HKG SIN
20:45,#00:35,Finnair,AY,5855,AY5855,HKG SIN
12:25,16:20,Vistara,UK,8875,UK8875,HKG SIN
15:15,19:10,Cathay Pacific,CX,635,CX635,HKG SIN
08:00,11:55,Cathay Pacific,CX,691,CX691,HKG SIN
16:40,20:35,Cathay Pacific,CX,711,CX711,HKG SIN
20:25,#00:35,Virgin Australia,VA,5777,VA5777,HKG SIN
20:45,#00:35,Cathay Pacific,CX,715,CX715,HKG SIN
20:55,#00:45,Scoot,TR,973,TR973,HKG SIN
14:30,18:25,Cathay Pacific,CX,735,CX735,HKG SIN
11:15,15:05,Cathay Pacific,CX,739,CX739,HKG SIN
08:30,12:25,Cathay Pacific,CX,759,CX759,HKG SIN
04:35,08:20,DHL Air,D0,317,D0317,HKG SIN
14:25,18:20,Virgin Australia,VA,5773,VA5773,HKG SIN
18:50,22:40,Ethiopian Airlines,ET,1322,ET1322,HKG SIN
20:25,#00:35,Ethiopian Airlines,ET,1324,ET1324,HKG SIN
14:30,18:25,Fiji Airways,FJ,5450,FJ5450,HKG SIN
16:40,20:35,Fiji Airways,FJ,5460,FJ5460,HKG SIN
20:45,#00:35,Fiji Airways,FJ,5462,FJ5462,HKG SIN
08:00,11:55,Gulf Air,GF,4059,GF4059,HKG SIN
15:15,19:10,Gulf Air,GF,4069,GF4069,HKG SIN
14:30,18:25,Gulf Air,GF,4071,GF4071,HKG SIN
11:15,15:05,Gulf Air,GF,4073,GF4073,HKG SIN
04:35,08:20,Air Hong Kong,LD,317,LD317,HKG SIN
20:45,#00:35,Miat - Mongolian Airlines,OM,5609,OM5609,HKG SIN
14:25,18:20,Vistara,UK,8883,UK8883,HKG SIN
08:00,11:55,Miat - Mongolian Airlines,OM,5661,OM5661,HKG SIN
09:05,13:00,Singapore Airlines,SQ,899,SQ899,HKG SIN
08:30,12:25,Miat - Mongolian Airlines,OM,5663,OM5663,HKG SIN
11:15,15:05,Miat - Mongolian Airlines,OM,5679,OM5679,HKG SIN
15:15,19:10,Miat - Mongolian Airlines,OM,5731,OM5731,HKG SIN
15:40,19:35,Virgin Australia,VA,5783,VA5783,HKG SIN
14:30,18:25,Miat - Mongolian Airlines,OM,5733,OM5733,HKG SIN
18:50,22:40,Virgin Australia,VA,5775,VA5775,HKG SIN
16:40,20:35,Miat - Mongolian Airlines,OM,5735,OM5735,HKG SIN
20:25,#00:35,Singapore Airlines,SQ,897,SQ897,HKG SIN
20:45,#00:35,Qatar Airways,QR,3471,QR3471,HKG SIN
16:40,20:35,Qatar Airways,QR,5848,QR5848,HKG SIN
15:15,19:10,Qatar Airways,QR,8373,QR8373,HKG SIN
08:00,11:55,Qatar Airways,QR,8376,QR8376,HKG SIN
14:30,18:25,Qatar Airways,QR,8379,QR8379,HKG SIN
11:15,15:05,Qatar Airways,QR,8380,QR8380,HKG SIN
08:30,12:25,Qatar Airways,QR,8381,QR8381,HKG SIN
09:50,13:50,Hong Kong Air Cargo,RH,371,RH371,HKG SIN
18:50,22:40,Singapore Airlines,SQ,895,SQ895,HKG SIN
21:35,#01:15,Singapore Airlines,SQ,7867,SQ7867,HKG SIN
20:55,#00:45,Singapore Airlines,SQ,8683,SQ8683,HKG SIN
12:25,16:20,Singapore Airlines,SQ,875,SQ875,HKG SIN
14:25,18:20,Singapore Airlines,SQ,883,SQ883,HKG SIN
15:40,19:35,Singapore Airlines,SQ,893,SQ893,HKG SIN
09:15,13:05,Cathay Pacific,CX,79,CX79,HKG SIN
03:25,07:10,DHL Air,D0,327,D0327,HKG SIN
13:50,15:20,Myanmar Airways International,8M,232,8M232,SIN RGN
21:00,22:30,Myanmar Airways International,8M,234,8M234,SIN RGN
07:55,09:20,ANA,NH,6296,NH6296,SIN RGN
07:55,09:20,Singapore Airlines,SQ,762,SQ762,SIN RGN
13:15,14:45,Myanmar National Airlines,UB,2,UB2,SIN RGN
13:50,15:20,SriLankan Airlines,UL,3304,UL3304,SIN RGN
21:00,22:30,SriLankan Airlines,UL,3306,UL3306,SIN RGN
